"country","indicator","year","total_value"
"Spain","CO2 emissions multipliers",2001,"28142.93"
"Spain","CO2 emissions multipliers",2002,"26906.27"
"Spain","CO2 emissions multipliers",2003,"22120.92"
"Spain","CO2 emissions multipliers",2004,"19979.40"
"Spain","CO2 emissions multipliers",2005,"19707.20"
"Spain","CO2 emissions multipliers",2006,"22444.06"
"Spain","CO2 emissions multipliers",2007,"18591.53"
"Spain","CO2 emissions multipliers",2008,"15430.95"
"Spain","CO2 emissions multipliers",2009,"16228.18"
"Spain","CO2 emissions multipliers",2010,"16470.92"
"Spain","CO2 emissions multipliers",2011,"14903.95"
"Spain","CO2 emissions multipliers",2012,"18259.49"
"Spain","CO2 emissions multipliers",2013,"17518.62"
"Spain","CO2 emissions multipliers",2014,"17399.34"
"Spain","CO2 emissions multipliers",2015,"27587.21"
"Spain","CO2 emissions multipliers",2016,"25546.52"
"Spain","CO2 emissions multipliers",2017,"20256.29"
"Spain","CO2 emissions multipliers",2018,"17810.73"
"Sweden","CO2 emissions",1995,"45.20"
"Sweden","CO2 emissions",1996,"50.76"
"Sweden","CO2 emissions",1997,"45.01"
"Sweden","CO2 emissions",1998,"46.91"
"Sweden","CO2 emissions",1999,"46.39"
"Sweden","CO2 emissions",2000,"43.67"
"Sweden","CO2 emissions",2001,"42.61"
"Sweden","CO2 emissions",2002,"44.14"
"Sweden","CO2 emissions",2003,"45.87"
"Sweden","CO2 emissions",2004,"45.24"
"Sweden","CO2 emissions",2005,"43.17"
"Sweden","CO2 emissions",2006,"43.66"
"Sweden","CO2 emissions",2007,"41.83"
"Sweden","CO2 emissions",2008,"41.78"
"Sweden","CO2 emissions",2009,"41.25"
"Sweden","CO2 emissions",2010,"43.70"
"Sweden","CO2 emissions",2011,"39.50"
"Sweden","CO2 emissions",2012,"36.68"
"Sweden","CO2 emissions",2013,"36.10"
"Sweden","CO2 emissions",2014,"35.49"
"Sweden","CO2 emissions",2015,"34.33"
"Sweden","CO2 emissions",2016,"36.33"
"Sweden","CO2 emissions",2017,"36.37"
"Sweden","CO2 emissions",2018,"35.68"
"Sweden","CO2 emissions intensities",1995,"8208.53"
"Sweden","CO2 emissions intensities",1996,"8034.74"
"Sweden","CO2 emissions intensities",1997,"8080.02"
"Sweden","CO2 emissions intensities",1998,"8569.95"
"Sweden","CO2 emissions intensities",1999,"8706.92"
"Sweden","CO2 emissions intensities",2000,"8811.19"
"Sweden","CO2 emissions intensities",2001,"8654.46"
"Sweden","CO2 emissions intensities",2002,"8203.08"
"Sweden","CO2 emissions intensities",2003,"6962.62"
"Sweden","CO2 emissions intensities",2004,"6063.76"
"Sweden","CO2 emissions intensities",2005,"5872.89"
"Sweden","CO2 emissions intensities",2006,"5457.87"
"Sweden","CO2 emissions intensities",2007,"4622.37"
"Sweden","CO2 emissions intensities",2008,"4314.36"
"Sweden","CO2 emissions intensities",2009,"5692.40"
"Sweden","CO2 emissions intensities",2010,"4722.67"
"Sweden","CO2 emissions intensities",2011,"3830.87"
"Sweden","CO2 emissions intensities",2012,"3845.11"
"Sweden","CO2 emissions intensities",2013,"3917.73"
"Sweden","CO2 emissions intensities",2014,"4223.98"
"Sweden","CO2 emissions intensities",2015,"4296.79"
"Sweden","CO2 emissions intensities",2016,"5046.42"
"Sweden","CO2 emissions intensities",2017,"5004.79"
"Sweden","CO2 emissions intensities",2018,"5187.04"
"Sweden","CO2 emissions multipliers",1995,"11907.05"
"Sweden","CO2 emissions multipliers",1996,"11940.48"
"Sweden","CO2 emissions multipliers",1997,"11776.23"
"Sweden","CO2 emissions multipliers",1998,"12411.54"
"Sweden","CO2 emissions multipliers",1999,"12423.27"
"Sweden","CO2 emissions multipliers",2000,"12212.07"
"Sweden","CO2 emissions multipliers",2001,"12158.75"
"Sweden","CO2 emissions multipliers",2002,"11606.50"
"Sweden","CO2 emissions multipliers",2003,"9822.65"
"Sweden","CO2 emissions multipliers",2004,"8493.14"
"Sweden","CO2 emissions multipliers",2005,"8106.82"
"Sweden","CO2 emissions multipliers",2006,"7531.82"
"Sweden","CO2 emissions multipliers",2007,"6285.89"
"Sweden","CO2 emissions multipliers",2008,"5866.36"
"Sweden","CO2 emissions multipliers",2009,"7834.74"
"Sweden","CO2 emissions multipliers",2010,"6544.54"
"Sweden","CO2 emissions multipliers",2011,"5241.04"
"Sweden","CO2 emissions multipliers",2012,"5167.48"
"Sweden","CO2 emissions multipliers",2013,"5157.07"
"Sweden","CO2 emissions multipliers",2014,"5437.43"
"Sweden","CO2 emissions multipliers",2015,"5623.36"
"Sweden","CO2 emissions multipliers",2016,"6502.27"
"Sweden","CO2 emissions multipliers",2017,"6300.33"
"Sweden","CO2 emissions multipliers",2018,"6413.68"
"Switzerland","CO2 emissions",1995,"31.23"
"Switzerland","CO2 emissions",1996,"31.30"
"Switzerland","CO2 emissions",1997,"30.82"
"Switzerland","CO2 emissions",1998,"33.07"
"Switzerland","CO2 emissions",1999,"33.84"
"Switzerland","CO2 emissions",2000,"32.41"
"Switzerland","CO2 emissions",2001,"33.35"
"Switzerland","CO2 emissions",2002,"32.63"
"Switzerland","CO2 emissions",2003,"32.94"
"Switzerland","CO2 emissions",2004,"33.66"
"Switzerland","CO2 emissions",2005,"34.17"
"Switzerland","CO2 emissions",2006,"34.64"
"Switzerland","CO2 emissions",2007,"34.26"
"Switzerland","CO2 emissions",2008,"34.73"
"Switzerland","CO2 emissions",2009,"35.76"
"Switzerland","CO2 emissions",2010,"38.37"
"Switzerland","CO2 emissions",2011,"36.77"
"Switzerland","CO2 emissions",2012,"36.85"
"Switzerland","CO2 emissions",2013,"36.77"
"Switzerland","CO2 emissions",2014,"33.20"
"Switzerland","CO2 emissions",2015,"34.02"
"Switzerland","CO2 emissions",2016,"36.13"
"Switzerland","CO2 emissions",2017,"34.75"
"Switzerland","CO2 emissions",2018,"33.98"
"Switzerland","CO2 emissions intensities",1995,"4149.41"
"Switzerland","CO2 emissions intensities",1996,"4208.05"
"Switzerland","CO2 emissions intensities",1997,"4941.79"
"Switzerland","CO2 emissions intensities",1998,"5007.84"
"Switzerland","CO2 emissions intensities",1999,"5114.32"
"Switzerland","CO2 emissions intensities",2000,"5563.34"
"Switzerland","CO2 emissions intensities",2001,"5627.86"
"Switzerland","CO2 emissions intensities",2002,"4953.54"
"Switzerland","CO2 emissions intensities",2003,"4161.68"
"Switzerland","CO2 emissions intensities",2004,"3719.12"
"Switzerland","CO2 emissions intensities",2005,"3557.93"
"Switzerland","CO2 emissions intensities",2006,"3282.12"
"Switzerland","CO2 emissions intensities",2007,"2936.64"
"Switzerland","CO2 emissions intensities",2008,"2520.25"
"Switzerland","CO2 emissions intensities",2009,"2615.25"
"Switzerland","CO2 emissions intensities",2010,"2563.46"
"Switzerland","CO2 emissions intensities",2011,"2266.48"
"Switzerland","CO2 emissions intensities",2012,"2280.23"
"Switzerland","CO2 emissions intensities",2013,"2195.43"
"Switzerland","CO2 emissions intensities",2014,"1973.79"
"Switzerland","CO2 emissions intensities",2015,"2175.98"
"Switzerland","CO2 emissions intensities",2016,"2298.37"
"Switzerland","CO2 emissions intensities",2017,"2273.19"
"Switzerland","CO2 emissions intensities",2018,"2142.22"
"Switzerland","CO2 emissions multipliers",1995,"5822.27"
"Switzerland","CO2 emissions multipliers",1996,"5928.88"
"Switzerland","CO2 emissions multipliers",1997,"6764.01"
"Switzerland","CO2 emissions multipliers",1998,"7003.14"
"Switzerland","CO2 emissions multipliers",1999,"7226.27"
"Switzerland","CO2 emissions multipliers",2000,"7580.37"
"Switzerland","CO2 emissions multipliers",2001,"7672.98"
"Switzerland","CO2 emissions multipliers",2002,"7017.35"
"Switzerland","CO2 emissions multipliers",2003,"6028.74"
"Switzerland","CO2 emissions multipliers",2004,"5452.03"
"Switzerland","CO2 emissions multipliers",2005,"5200.19"
"Switzerland","CO2 emissions multipliers",2006,"4808.07"
"Switzerland","CO2 emissions multipliers",2007,"4245.27"
"Switzerland","CO2 emissions multipliers",2008,"3626.37"
"Switzerland","CO2 emissions multipliers",2009,"3904.17"
"Switzerland","CO2 emissions multipliers",2010,"3853.94"
"Switzerland","CO2 emissions multipliers",2011,"3275.25"
"Switzerland","CO2 emissions multipliers",2012,"3422.47"
"Switzerland","CO2 emissions multipliers",2013,"3307.93"
"Switzerland","CO2 emissions multipliers",2014,"3021.86"
"Switzerland","CO2 emissions multipliers",2015,"3302.97"
"Switzerland","CO2 emissions multipliers",2016,"3500.27"
"Switzerland","CO2 emissions multipliers",2017,"3419.81"
"Switzerland","CO2 emissions multipliers",2018,"3248.12"
"Taiwan","CO2 emissions",1995,"150.37"
"Taiwan","CO2 emissions",1996,"156.59"
"Taiwan","CO2 emissions",1997,"168.18"
"Taiwan","CO2 emissions",1998,"177.52"
"Taiwan","CO2 emissions",1999,"185.56"
"Taiwan","CO2 emissions",2000,"203.18"
"Taiwan","CO2 emissions",2001,"203.72"
"Taiwan","CO2 emissions",2002,"211.72"
"Taiwan","CO2 emissions",2003,"221.78"
"Taiwan","CO2 emissions",2004,"232.80"
"Taiwan","CO2 emissions",2005,"240.24"
"Taiwan","CO2 emissions",2006,"248.77"
"Taiwan","CO2 emissions",2007,"252.31"
"Taiwan","CO2 emissions",2008,"240.94"
"Taiwan","CO2 emissions",2009,"228.27"
"Taiwan","CO2 emissions",2010,"246.08"
"Taiwan","CO2 emissions",2011,"250.23"
"Taiwan","CO2 emissions",2012,"246.22"
"Taiwan","CO2 emissions",2013,"247.59"
"Taiwan","CO2 emissions",2014,"253.68"
"Taiwan","CO2 emissions",2015,"255.36"
"Taiwan","CO2 emissions",2016,"260.17"
"Taiwan","CO2 emissions",2017,"269.47"
"Taiwan","CO2 emissions",2018,"265.92"
"Taiwan","CO2 emissions intensities",1995,"20580.52"
"Taiwan","CO2 emissions intensities",1996,"20451.31"
"Taiwan","CO2 emissions intensities",1997,"22151.99"
"Taiwan","CO2 emissions intensities",1998,"25371.65"
"Taiwan","CO2 emissions intensities",1999,"23423.76"
"Taiwan","CO2 emissions intensities",2000,"21783.47"
"Taiwan","CO2 emissions intensities",2001,"24248.29"
"Taiwan","CO2 emissions intensities",2002,"23936.67"
"Taiwan","CO2 emissions intensities",2003,"22847.65"
"Taiwan","CO2 emissions intensities",2004,"20359.06"
"Taiwan","CO2 emissions intensities",2005,"19228.51"
"Taiwan","CO2 emissions intensities",2006,"18128.38"
"Taiwan","CO2 emissions intensities",2007,"17083.06"
"Taiwan","CO2 emissions intensities",2008,"15492.02"
"Taiwan","CO2 emissions intensities",2009,"16420.34"
"Taiwan","CO2 emissions intensities",2010,"14575.85"
"Taiwan","CO2 emissions intensities",2011,"14285.03"
"Taiwan","CO2 emissions intensities",2012,"13813.22"
"Taiwan","CO2 emissions intensities",2013,"12959.70"
"Taiwan","CO2 emissions intensities",2014,"12048.87"
"Taiwan","CO2 emissions intensities",2015,"13891.47"
"Taiwan","CO2 emissions intensities",2016,"14814.05"
"Taiwan","CO2 emissions intensities",2017,"14571.00"
"Taiwan","CO2 emissions intensities",2018,"14142.80"
"Taiwan","CO2 emissions multipliers",1995,"39930.11"
"Taiwan","CO2 emissions multipliers",1996,"38957.32"
"Taiwan","CO2 emissions multipliers",1997,"41337.51"
"Taiwan","CO2 emissions multipliers",1998,"46642.31"
"Taiwan","CO2 emissions multipliers",1999,"43438.86"
"Taiwan","CO2 emissions multipliers",2000,"40609.93"
"Taiwan","CO2 emissions multipliers",2001,"44866.37"
"Taiwan","CO2 emissions multipliers",2002,"44292.66"
"Taiwan","CO2 emissions multipliers",2003,"43166.05"
"Taiwan","CO2 emissions multipliers",2004,"38791.56"
"Taiwan","CO2 emissions multipliers",2005,"36724.96"
"Taiwan","CO2 emissions multipliers",2006,"34693.84"
"Taiwan","CO2 emissions multipliers",2007,"32357.45"
"Taiwan","CO2 emissions multipliers",2008,"29878.86"
"Taiwan","CO2 emissions multipliers",2009,"31932.14"
"Taiwan","CO2 emissions multipliers",2010,"28017.26"
"Taiwan","CO2 emissions multipliers",2011,"26184.77"
"Taiwan","CO2 emissions multipliers",2012,"26286.01"
"Taiwan","CO2 emissions multipliers",2013,"25307.41"
"Taiwan","CO2 emissions multipliers",2014,"24092.19"
"Taiwan","CO2 emissions multipliers",2015,"26600.79"
"Taiwan","CO2 emissions multipliers",2016,"27964.51"
"Taiwan","CO2 emissions multipliers",2017,"26539.93"
"Taiwan","CO2 emissions multipliers",2018,"24370.05"
"Thailand","CO2 emissions",1995,"133.87"
"Thailand","CO2 emissions",1996,"151.44"
"Thailand","CO2 emissions",1997,"155.42"
"Thailand","CO2 emissions",1998,"142.23"
"Thailand","CO2 emissions",1999,"147.19"
"Thailand","CO2 emissions",2000,"147.93"
"Thailand","CO2 emissions",2001,"155.91"
"Thailand","CO2 emissions",2002,"165.72"
"Thailand","CO2 emissions",2003,"172.39"
"Thailand","CO2 emissions",2004,"190.53"
"Thailand","CO2 emissions",2005,"197.97"
"Thailand","CO2 emissions",2006,"202.00"
"Thailand","CO2 emissions",2007,"207.68"
"Thailand","CO2 emissions",2008,"211.42"
"Thailand","CO2 emissions",2009,"203.24"
"Thailand","CO2 emissions",2010,"220.55"
"Thailand","CO2 emissions",2011,"214.32"
"Thailand","CO2 emissions",2012,"228.84"
"Thailand","CO2 emissions",2013,"239.69"
"Thailand","CO2 emissions",2014,"235.95"
"Thailand","CO2 emissions",2015,"245.31"
"Thailand","CO2 emissions",2016,"240.41"
"Thailand","CO2 emissions",2017,"237.27"
"Thailand","CO2 emissions",2018,"234.08"
"Thailand","CO2 emissions intensities",1995,"18026.42"
"Thailand","CO2 emissions intensities",1996,"19637.16"
"Thailand","CO2 emissions intensities",1997,"23756.94"
"Thailand","CO2 emissions intensities",1998,"28765.80"
"Thailand","CO2 emissions intensities",1999,"28263.68"
"Thailand","CO2 emissions intensities",2000,"26443.54"
"Thailand","CO2 emissions intensities",2001,"26624.40"
"Thailand","CO2 emissions intensities",2002,"25767.04"
"Thailand","CO2 emissions intensities",2003,"22903.13"
"Thailand","CO2 emissions intensities",2004,"21903.19"
"Thailand","CO2 emissions intensities",2005,"20078.18"
"Thailand","CO2 emissions intensities",2006,"18618.96"
"Thailand","CO2 emissions intensities",2007,"15731.89"
"Thailand","CO2 emissions intensities",2008,"14238.80"
"Thailand","CO2 emissions intensities",2009,"14355.09"
"Thailand","CO2 emissions intensities",2010,"12843.69"
"Thailand","CO2 emissions intensities",2011,"11372.59"
"Thailand","CO2 emissions intensities",2012,"11494.41"
"Thailand","CO2 emissions intensities",2013,"11741.44"
"Thailand","CO2 emissions intensities",2014,"11913.83"
"Thailand","CO2 emissions intensities",2015,"13473.56"
"Thailand","CO2 emissions intensities",2016,"13420.24"
"Thailand","CO2 emissions intensities",2017,"12231.08"
"Thailand","CO2 emissions intensities",2018,"10993.85"
"Thailand","CO2 emissions multipliers",1995,"36353.78"
"Thailand","CO2 emissions multipliers",1996,"40010.97"
"Thailand","CO2 emissions multipliers",1997,"48259.28"
"Thailand","CO2 emissions multipliers",1998,"57846.41"
"Thailand","CO2 emissions multipliers",1999,"53531.72"
"Thailand","CO2 emissions multipliers",2000,"50163.22"
"Thailand","CO2 emissions multipliers",2001,"53657.00"
"Thailand","CO2 emissions multipliers",2002,"50726.74"
"Thailand","CO2 emissions multipliers",2003,"45930.00"
"Thailand","CO2 emissions multipliers",2004,"43402.85"
"Thailand","CO2 emissions multipliers",2005,"38206.99"
"Thailand","CO2 emissions multipliers",2006,"36745.96"
"Thailand","CO2 emissions multipliers",2007,"32384.19"
"Thailand","CO2 emissions multipliers",2008,"29136.90"
"Thailand","CO2 emissions multipliers",2009,"30294.77"
"Thailand","CO2 emissions multipliers",2010,"25806.12"
"Thailand","CO2 emissions multipliers",2011,"23040.97"
"Thailand","CO2 emissions multipliers",2012,"23486.08"
"Thailand","CO2 emissions multipliers",2013,"23933.64"
"Thailand","CO2 emissions multipliers",2014,"24449.01"
"Thailand","CO2 emissions multipliers",2015,"25576.09"
"Thailand","CO2 emissions multipliers",2016,"25956.70"
"Thailand","CO2 emissions multipliers",2017,"23043.00"
"Thailand","CO2 emissions multipliers",2018,"20342.14"
"Tunisia","CO2 emissions",1995,"11.40"
"Tunisia","CO2 emissions",1996,"12.07"
"Tunisia","CO2 emissions",1997,"12.57"
"Tunisia","CO2 emissions",1998,"13.11"
"Tunisia","CO2 emissions",1999,"13.76"
"Tunisia","CO2 emissions",2000,"14.50"
"Tunisia","CO2 emissions",2001,"15.15"
"Tunisia","CO2 emissions",2002,"14.87"
"Tunisia","CO2 emissions",2003,"14.43"
"Tunisia","CO2 emissions",2004,"15.00"
"Tunisia","CO2 emissions",2005,"15.26"
"Tunisia","CO2 emissions",2006,"16.71"
"Tunisia","CO2 emissions",2007,"17.59"
"Tunisia","CO2 emissions",2008,"17.91"
"Tunisia","CO2 emissions",2009,"17.23"
"Tunisia","CO2 emissions",2010,"19.56"
"Tunisia","CO2 emissions",2011,"18.36"
"Tunisia","CO2 emissions",2012,"19.90"
"Tunisia","CO2 emissions",2013,"19.96"
"Tunisia","CO2 emissions",2014,"21.00"
"Tunisia","CO2 emissions",2015,"20.63"
"Tunisia","CO2 emissions",2016,"20.00"
"Tunisia","CO2 emissions",2017,"20.54"
"Tunisia","CO2 emissions",2018,"20.47"
"Tunisia","CO2 emissions intensities",1995,"27191.59"
"Tunisia","CO2 emissions intensities",1996,"26412.35"
"Tunisia","CO2 emissions intensities",1997,"29067.53"
"Tunisia","CO2 emissions intensities",1998,"29301.77"
"Tunisia","CO2 emissions intensities",1999,"29147.54"
"Tunisia","CO2 emissions intensities",2000,"32679.72"
"Tunisia","CO2 emissions intensities",2001,"33425.99"
"Tunisia","CO2 emissions intensities",2002,"30918.58"
"Tunisia","CO2 emissions intensities",2003,"26923.29"
"Tunisia","CO2 emissions intensities",2004,"24669.49"
"Tunisia","CO2 emissions intensities",2005,"20386.53"
"Tunisia","CO2 emissions intensities",2006,"19415.61"
"Tunisia","CO2 emissions intensities",2007,"17161.64"
"Tunisia","CO2 emissions intensities",2008,"15357.13"
"Tunisia","CO2 emissions intensities",2009,"14727.96"
"Tunisia","CO2 emissions intensities",2010,"15935.62"
"Tunisia","CO2 emissions intensities",2011,"15581.16"
"Tunisia","CO2 emissions intensities",2012,"16590.92"
"Tunisia","CO2 emissions intensities",2013,"16641.63"
"Tunisia","CO2 emissions intensities",2014,"17362.52"
"Tunisia","CO2 emissions intensities",2015,"16839.77"
"Tunisia","CO2 emissions intensities",2016,"17811.06"
"Tunisia","CO2 emissions intensities",2017,"18562.51"
"Tunisia","CO2 emissions intensities",2018,"17922.25"
"Tunisia","CO2 emissions multipliers",1995,"39361.45"
"Tunisia","CO2 emissions multipliers",1996,"39049.82"
"Tunisia","CO2 emissions multipliers",1997,"42653.03"
"Tunisia","CO2 emissions multipliers",1998,"43194.24"
"Tunisia","CO2 emissions multipliers",1999,"42982.47"
"Tunisia","CO2 emissions multipliers",2000,"47194.97"
"Tunisia","CO2 emissions multipliers",2001,"48094.87"
"Tunisia","CO2 emissions multipliers",2002,"44474.90"
"Tunisia","CO2 emissions multipliers",2003,"37076.29"
"Tunisia","CO2 emissions multipliers",2004,"34158.13"
"Tunisia","CO2 emissions multipliers",2005,"30045.53"
"Tunisia","CO2 emissions multipliers",2006,"28835.35"
"Tunisia","CO2 emissions multipliers",2007,"25573.67"
"Tunisia","CO2 emissions multipliers",2008,"22516.96"
"Tunisia","CO2 emissions multipliers",2009,"23064.63"
"Tunisia","CO2 emissions multipliers",2010,"24489.39"
"Tunisia","CO2 emissions multipliers",2011,"22830.37"
"Tunisia","CO2 emissions multipliers",2012,"24678.72"
"Tunisia","CO2 emissions multipliers",2013,"25038.74"
"Tunisia","CO2 emissions multipliers",2014,"26711.10"
"Tunisia","CO2 emissions multipliers",2015,"27686.65"
