"country","indicator","year","total_value"
"Lao","CO2 emissions intensities",2011,"20113.54"
"Lao","CO2 emissions intensities",2012,"16869.26"
"Lao","CO2 emissions intensities",2013,"20531.24"
"Lao","CO2 emissions intensities",2014,"18455.00"
"Lao","CO2 emissions intensities",2015,"24523.33"
"Lao","CO2 emissions intensities",2016,"21377.03"
"Lao","CO2 emissions intensities",2017,"21678.35"
"Lao","CO2 emissions intensities",2018,"20283.96"
"Lao","CO2 emissions multipliers",1995,"16061.74"
"Lao","CO2 emissions multipliers",1996,"13860.10"
"Lao","CO2 emissions multipliers",1997,"14049.55"
"Lao","CO2 emissions multipliers",1998,"17747.88"
"Lao","CO2 emissions multipliers",1999,"17069.65"
"Lao","CO2 emissions multipliers",2000,"38695.55"
"Lao","CO2 emissions multipliers",2001,"41439.24"
"Lao","CO2 emissions multipliers",2002,"44148.72"
"Lao","CO2 emissions multipliers",2003,"42311.93"
"Lao","CO2 emissions multipliers",2004,"37105.64"
"Lao","CO2 emissions multipliers",2005,"31763.73"
"Lao","CO2 emissions multipliers",2006,"35378.40"
"Lao","CO2 emissions multipliers",2007,"29143.49"
"Lao","CO2 emissions multipliers",2008,"26078.80"
"Lao","CO2 emissions multipliers",2009,"29678.34"
"Lao","CO2 emissions multipliers",2010,"28000.51"
"Lao","CO2 emissions multipliers",2011,"24691.67"
"Lao","CO2 emissions multipliers",2012,"20446.32"
"Lao","CO2 emissions multipliers",2013,"24522.84"
"Lao","CO2 emissions multipliers",2014,"22192.06"
"Lao","CO2 emissions multipliers",2015,"33988.65"
"Lao","CO2 emissions multipliers",2016,"32944.52"
"Lao","CO2 emissions multipliers",2017,"33574.76"
"Lao","CO2 emissions multipliers",2018,"30512.72"
"Latvia","CO2 emissions",1995,"8.33"
"Latvia","CO2 emissions",1996,"8.32"
"Latvia","CO2 emissions",1997,"7.84"
"Latvia","CO2 emissions",1998,"7.68"
"Latvia","CO2 emissions",1999,"6.96"
"Latvia","CO2 emissions",2000,"6.56"
"Latvia","CO2 emissions",2001,"6.78"
"Latvia","CO2 emissions",2002,"6.64"
"Latvia","CO2 emissions",2003,"6.80"
"Latvia","CO2 emissions",2004,"6.81"
"Latvia","CO2 emissions",2005,"6.81"
"Latvia","CO2 emissions",2006,"7.07"
"Latvia","CO2 emissions",2007,"7.12"
"Latvia","CO2 emissions",2008,"6.81"
"Latvia","CO2 emissions",2009,"6.20"
"Latvia","CO2 emissions",2010,"6.91"
"Latvia","CO2 emissions",2011,"6.28"
"Latvia","CO2 emissions",2012,"6.09"
"Latvia","CO2 emissions",2013,"6.08"
"Latvia","CO2 emissions",2014,"5.79"
"Latvia","CO2 emissions",2015,"5.86"
"Latvia","CO2 emissions",2016,"5.84"
"Latvia","CO2 emissions",2017,"5.70"
"Latvia","CO2 emissions",2018,"5.97"
"Latvia","CO2 emissions intensities",1995,"56962.40"
"Latvia","CO2 emissions intensities",1996,"44893.99"
"Latvia","CO2 emissions intensities",1997,"37286.36"
"Latvia","CO2 emissions intensities",1998,"37553.17"
"Latvia","CO2 emissions intensities",1999,"38823.09"
"Latvia","CO2 emissions intensities",2000,"26633.93"
"Latvia","CO2 emissions intensities",2001,"22478.20"
"Latvia","CO2 emissions intensities",2002,"19759.83"
"Latvia","CO2 emissions intensities",2003,"17890.69"
"Latvia","CO2 emissions intensities",2004,"13590.67"
"Latvia","CO2 emissions intensities",2005,"11623.49"
"Latvia","CO2 emissions intensities",2006,"39316.73"
"Latvia","CO2 emissions intensities",2007,"6931.44"
"Latvia","CO2 emissions intensities",2008,"4997.58"
"Latvia","CO2 emissions intensities",2009,"5445.16"
"Latvia","CO2 emissions intensities",2010,"14138.93"
"Latvia","CO2 emissions intensities",2011,"8031.90"
"Latvia","CO2 emissions intensities",2012,"8640.21"
"Latvia","CO2 emissions intensities",2013,"5378.20"
"Latvia","CO2 emissions intensities",2014,"5181.68"
"Latvia","CO2 emissions intensities",2015,"6122.43"
"Latvia","CO2 emissions intensities",2016,"8623.33"
"Latvia","CO2 emissions intensities",2017,"9310.27"
"Latvia","CO2 emissions intensities",2018,"11264.85"
"Latvia","CO2 emissions multipliers",1995,"85600.20"
"Latvia","CO2 emissions multipliers",1996,"69978.72"
"Latvia","CO2 emissions multipliers",1997,"56792.95"
"Latvia","CO2 emissions multipliers",1998,"53360.22"
"Latvia","CO2 emissions multipliers",1999,"53135.17"
"Latvia","CO2 emissions multipliers",2000,"41319.47"
"Latvia","CO2 emissions multipliers",2001,"36402.31"
"Latvia","CO2 emissions multipliers",2002,"32067.87"
"Latvia","CO2 emissions multipliers",2003,"27930.32"
"Latvia","CO2 emissions multipliers",2004,"21197.27"
"Latvia","CO2 emissions multipliers",2005,"18600.98"
"Latvia","CO2 emissions multipliers",2006,"45262.13"
"Latvia","CO2 emissions multipliers",2007,"11186.95"
"Latvia","CO2 emissions multipliers",2008,"8905.59"
"Latvia","CO2 emissions multipliers",2009,"10598.35"
"Latvia","CO2 emissions multipliers",2010,"19765.39"
"Latvia","CO2 emissions multipliers",2011,"11949.10"
"Latvia","CO2 emissions multipliers",2012,"12599.71"
"Latvia","CO2 emissions multipliers",2013,"9365.72"
"Latvia","CO2 emissions multipliers",2014,"8699.16"
"Latvia","CO2 emissions multipliers",2015,"10087.52"
"Latvia","CO2 emissions multipliers",2016,"12450.34"
"Latvia","CO2 emissions multipliers",2017,"12584.69"
"Latvia","CO2 emissions multipliers",2018,"14322.93"
"Lithuania","CO2 emissions",1995,"10.64"
"Lithuania","CO2 emissions",1996,"10.87"
"Lithuania","CO2 emissions",1997,"10.17"
"Lithuania","CO2 emissions",1998,"10.89"
"Lithuania","CO2 emissions",1999,"8.75"
"Lithuania","CO2 emissions",2000,"7.42"
"Lithuania","CO2 emissions",2001,"7.90"
"Lithuania","CO2 emissions",2002,"7.80"
"Lithuania","CO2 emissions",2003,"7.94"
"Lithuania","CO2 emissions",2004,"8.27"
"Lithuania","CO2 emissions",2005,"8.94"
"Lithuania","CO2 emissions",2006,"8.86"
"Lithuania","CO2 emissions",2007,"8.53"
"Lithuania","CO2 emissions",2008,"9.07"
"Lithuania","CO2 emissions",2009,"8.41"
"Lithuania","CO2 emissions",2010,"9.25"
"Lithuania","CO2 emissions",2011,"8.56"
"Lithuania","CO2 emissions",2012,"8.47"
"Lithuania","CO2 emissions",2013,"7.75"
"Lithuania","CO2 emissions",2014,"7.07"
"Lithuania","CO2 emissions",2015,"7.04"
"Lithuania","CO2 emissions",2016,"6.96"
"Lithuania","CO2 emissions",2017,"6.82"
"Lithuania","CO2 emissions",2018,"7.01"
"Lithuania","CO2 emissions intensities",1995,"28790.33"
"Lithuania","CO2 emissions intensities",1996,"21865.75"
"Lithuania","CO2 emissions intensities",1997,"19548.88"
"Lithuania","CO2 emissions intensities",1998,"18039.43"
"Lithuania","CO2 emissions intensities",1999,"16792.02"
"Lithuania","CO2 emissions intensities",2000,"13825.81"
"Lithuania","CO2 emissions intensities",2001,"13932.80"
"Lithuania","CO2 emissions intensities",2002,"11079.78"
"Lithuania","CO2 emissions intensities",2003,"8597.78"
"Lithuania","CO2 emissions intensities",2004,"7740.38"
"Lithuania","CO2 emissions intensities",2005,"7498.02"
"Lithuania","CO2 emissions intensities",2006,"6852.24"
"Lithuania","CO2 emissions intensities",2007,"5317.21"
"Lithuania","CO2 emissions intensities",2008,"5155.21"
"Lithuania","CO2 emissions intensities",2009,"6241.87"
"Lithuania","CO2 emissions intensities",2010,"5881.73"
"Lithuania","CO2 emissions intensities",2011,"5658.69"
"Lithuania","CO2 emissions intensities",2012,"5412.43"
"Lithuania","CO2 emissions intensities",2013,"3943.04"
"Lithuania","CO2 emissions intensities",2014,"3671.18"
"Lithuania","CO2 emissions intensities",2015,"5086.09"
"Lithuania","CO2 emissions intensities",2016,"5436.54"
"Lithuania","CO2 emissions intensities",2017,"4814.70"
"Lithuania","CO2 emissions intensities",2018,"4488.10"
"Lithuania","CO2 emissions multipliers",1995,"60812.67"
"Lithuania","CO2 emissions multipliers",1996,"47825.99"
"Lithuania","CO2 emissions multipliers",1997,"38129.47"
"Lithuania","CO2 emissions multipliers",1998,"36307.44"
"Lithuania","CO2 emissions multipliers",1999,"32200.58"
"Lithuania","CO2 emissions multipliers",2000,"25102.30"
"Lithuania","CO2 emissions multipliers",2001,"24382.98"
"Lithuania","CO2 emissions multipliers",2002,"20864.24"
"Lithuania","CO2 emissions multipliers",2003,"16428.61"
"Lithuania","CO2 emissions multipliers",2004,"13100.77"
"Lithuania","CO2 emissions multipliers",2005,"13178.37"
"Lithuania","CO2 emissions multipliers",2006,"11736.54"
"Lithuania","CO2 emissions multipliers",2007,"8558.55"
"Lithuania","CO2 emissions multipliers",2008,"7916.68"
"Lithuania","CO2 emissions multipliers",2009,"10002.32"
"Lithuania","CO2 emissions multipliers",2010,"9627.83"
"Lithuania","CO2 emissions multipliers",2011,"8206.01"
"Lithuania","CO2 emissions multipliers",2012,"7536.13"
"Lithuania","CO2 emissions multipliers",2013,"5767.73"
"Lithuania","CO2 emissions multipliers",2014,"5384.54"
"Lithuania","CO2 emissions multipliers",2015,"7143.43"
"Lithuania","CO2 emissions multipliers",2016,"7332.01"
"Lithuania","CO2 emissions multipliers",2017,"6523.99"
"Lithuania","CO2 emissions multipliers",2018,"5960.00"
"Luxembourg","CO2 emissions",1995,"5.21"
"Luxembourg","CO2 emissions",1996,"5.03"
"Luxembourg","CO2 emissions",1997,"4.62"
"Luxembourg","CO2 emissions",1998,"3.76"
"Luxembourg","CO2 emissions",1999,"4.08"
"Luxembourg","CO2 emissions",2000,"4.83"
"Luxembourg","CO2 emissions",2001,"5.18"
"Luxembourg","CO2 emissions",2002,"5.43"
"Luxembourg","CO2 emissions",2003,"5.49"
"Luxembourg","CO2 emissions",2004,"6.33"
"Luxembourg","CO2 emissions",2005,"6.67"
"Luxembourg","CO2 emissions",2006,"6.75"
"Luxembourg","CO2 emissions",2007,"6.57"
"Luxembourg","CO2 emissions",2008,"6.69"
"Luxembourg","CO2 emissions",2009,"6.04"
"Luxembourg","CO2 emissions",2010,"6.56"
"Luxembourg","CO2 emissions",2011,"6.01"
"Luxembourg","CO2 emissions",2012,"6.09"
"Luxembourg","CO2 emissions",2013,"6.04"
"Luxembourg","CO2 emissions",2014,"6.15"
"Luxembourg","CO2 emissions",2015,"5.91"
"Luxembourg","CO2 emissions",2016,"5.74"
"Luxembourg","CO2 emissions",2017,"6.22"
"Luxembourg","CO2 emissions",2018,"5.78"
"Luxembourg","CO2 emissions intensities",1995,"6726.19"
"Luxembourg","CO2 emissions intensities",1996,"6820.47"
"Luxembourg","CO2 emissions intensities",1997,"7244.32"
"Luxembourg","CO2 emissions intensities",1998,"6368.55"
"Luxembourg","CO2 emissions intensities",1999,"6584.32"
"Luxembourg","CO2 emissions intensities",2000,"7224.79"
"Luxembourg","CO2 emissions intensities",2001,"7734.06"
"Luxembourg","CO2 emissions intensities",2002,"7896.38"
"Luxembourg","CO2 emissions intensities",2003,"6524.42"
"Luxembourg","CO2 emissions intensities",2004,"6325.15"
"Luxembourg","CO2 emissions intensities",2005,"6063.64"
"Luxembourg","CO2 emissions intensities",2006,"5648.80"
"Luxembourg","CO2 emissions intensities",2007,"4641.19"
"Luxembourg","CO2 emissions intensities",2008,"4167.78"
"Luxembourg","CO2 emissions intensities",2009,"4560.89"
"Luxembourg","CO2 emissions intensities",2010,"4443.97"
"Luxembourg","CO2 emissions intensities",2011,"3821.80"
"Luxembourg","CO2 emissions intensities",2012,"4068.03"
"Luxembourg","CO2 emissions intensities",2013,"3830.31"
"Luxembourg","CO2 emissions intensities",2014,"3487.68"
"Luxembourg","CO2 emissions intensities",2015,"3561.11"
"Luxembourg","CO2 emissions intensities",2016,"3474.09"
"Luxembourg","CO2 emissions intensities",2017,"3142.84"
"Luxembourg","CO2 emissions intensities",2018,"2871.39"
"Luxembourg","CO2 emissions multipliers",1995,"8517.80"
"Luxembourg","CO2 emissions multipliers",1996,"8317.85"
"Luxembourg","CO2 emissions multipliers",1997,"8607.74"
"Luxembourg","CO2 emissions multipliers",1998,"7427.31"
"Luxembourg","CO2 emissions multipliers",1999,"7646.95"
"Luxembourg","CO2 emissions multipliers",2000,"8702.25"
"Luxembourg","CO2 emissions multipliers",2001,"9378.18"
"Luxembourg","CO2 emissions multipliers",2002,"10089.39"
"Luxembourg","CO2 emissions multipliers",2003,"8328.49"
"Luxembourg","CO2 emissions multipliers",2004,"8255.38"
"Luxembourg","CO2 emissions multipliers",2005,"8011.41"
"Luxembourg","CO2 emissions multipliers",2006,"7439.82"
"Luxembourg","CO2 emissions multipliers",2007,"6173.49"
"Luxembourg","CO2 emissions multipliers",2008,"5498.83"
"Luxembourg","CO2 emissions multipliers",2009,"5850.44"
"Luxembourg","CO2 emissions multipliers",2010,"5743.46"
"Luxembourg","CO2 emissions multipliers",2011,"4855.32"
"Luxembourg","CO2 emissions multipliers",2012,"5183.38"
"Luxembourg","CO2 emissions multipliers",2013,"4735.80"
"Luxembourg","CO2 emissions multipliers",2014,"4347.55"
"Luxembourg","CO2 emissions multipliers",2015,"4433.07"
"Luxembourg","CO2 emissions multipliers",2016,"4316.03"
"Luxembourg","CO2 emissions multipliers",2017,"3953.08"
"Luxembourg","CO2 emissions multipliers",2018,"3729.04"
"Malaysia","CO2 emissions",1995,"78.99"
"Malaysia","CO2 emissions",1996,"90.26"
"Malaysia","CO2 emissions",1997,"96.31"
"Malaysia","CO2 emissions",1998,"98.02"
"Malaysia","CO2 emissions",1999,"104.60"
"Malaysia","CO2 emissions",2000,"112.09"
"Malaysia","CO2 emissions",2001,"115.14"
"Malaysia","CO2 emissions",2002,"121.69"
"Malaysia","CO2 emissions",2003,"127.45"
"Malaysia","CO2 emissions",2004,"140.65"
"Malaysia","CO2 emissions",2005,"150.30"
"Malaysia","CO2 emissions",2006,"155.65"
"Malaysia","CO2 emissions",2007,"171.12"
"Malaysia","CO2 emissions",2008,"181.71"
"Malaysia","CO2 emissions",2009,"163.19"
"Malaysia","CO2 emissions",2010,"182.81"
"Malaysia","CO2 emissions",2011,"183.59"
"Malaysia","CO2 emissions",2012,"183.17"
"Malaysia","CO2 emissions",2013,"194.02"
"Malaysia","CO2 emissions",2014,"201.70"
"Malaysia","CO2 emissions",2015,"206.56"
"Malaysia","CO2 emissions",2016,"201.84"
"Malaysia","CO2 emissions",2017,"196.25"
"Malaysia","CO2 emissions",2018,"213.45"
"Malaysia","CO2 emissions intensities",1995,"21518.55"
"Malaysia","CO2 emissions intensities",1996,"21518.63"
"Malaysia","CO2 emissions intensities",1997,"22702.42"
"Malaysia","CO2 emissions intensities",1998,"30978.53"
"Malaysia","CO2 emissions intensities",1999,"29353.99"
"Malaysia","CO2 emissions intensities",2000,"27404.63"
"Malaysia","CO2 emissions intensities",2001,"28469.01"
"Malaysia","CO2 emissions intensities",2002,"28072.87"
"Malaysia","CO2 emissions intensities",2003,"25981.72"
"Malaysia","CO2 emissions intensities",2004,"25363.05"
"Malaysia","CO2 emissions intensities",2005,"23098.16"
"Malaysia","CO2 emissions intensities",2006,"22466.84"
"Malaysia","CO2 emissions intensities",2007,"20794.41"
"Malaysia","CO2 emissions intensities",2008,"17760.03"
"Malaysia","CO2 emissions intensities",2009,"18533.85"
"Malaysia","CO2 emissions intensities",2010,"17885.37"
"Malaysia","CO2 emissions intensities",2011,"14652.93"
"Malaysia","CO2 emissions intensities",2012,"14450.95"
"Malaysia","CO2 emissions intensities",2013,"15331.85"
"Malaysia","CO2 emissions intensities",2014,"16318.36"
"Malaysia","CO2 emissions intensities",2015,"17311.81"
"Malaysia","CO2 emissions intensities",2016,"16534.22"
"Malaysia","CO2 emissions intensities",2017,"15922.70"
"Malaysia","CO2 emissions intensities",2018,"14665.43"
"Malaysia","CO2 emissions multipliers",1995,"41449.86"
"Malaysia","CO2 emissions multipliers",1996,"42503.87"
"Malaysia","CO2 emissions multipliers",1997,"44510.58"
"Malaysia","CO2 emissions multipliers",1998,"58589.76"
"Malaysia","CO2 emissions multipliers",1999,"55279.89"
"Malaysia","CO2 emissions multipliers",2000,"51262.72"
"Malaysia","CO2 emissions multipliers",2001,"53445.52"
"Malaysia","CO2 emissions multipliers",2002,"53654.40"
"Malaysia","CO2 emissions multipliers",2003,"50639.49"
"Malaysia","CO2 emissions multipliers",2004,"47724.58"
"Malaysia","CO2 emissions multipliers",2005,"44806.13"
"Malaysia","CO2 emissions multipliers",2006,"41669.76"
"Malaysia","CO2 emissions multipliers",2007,"38991.95"
"Malaysia","CO2 emissions multipliers",2008,"34983.64"
"Malaysia","CO2 emissions multipliers",2009,"37896.12"
"Malaysia","CO2 emissions multipliers",2010,"36009.73"
"Malaysia","CO2 emissions multipliers",2011,"29536.99"
"Malaysia","CO2 emissions multipliers",2012,"28105.29"
"Malaysia","CO2 emissions multipliers",2013,"28975.46"
"Malaysia","CO2 emissions multipliers",2014,"28943.98"
"Malaysia","CO2 emissions multipliers",2015,"32707.97"
"Malaysia","CO2 emissions multipliers",2016,"31965.00"
"Malaysia","CO2 emissions multipliers",2017,"29862.60"
"Malaysia","CO2 emissions multipliers",2018,"28087.05"
"Malta","CO2 emissions",1995,"2.33"
"Malta","CO2 emissions",1996,"2.29"
"Malta","CO2 emissions",1997,"2.49"
"Malta","CO2 emissions",1998,"2.40"
"Malta","CO2 emissions",1999,"2.44"
"Malta","CO2 emissions",2000,"2.66"
"Malta","CO2 emissions",2001,"3.00"
"Malta","CO2 emissions",2002,"2.88"
"Malta","CO2 emissions",2003,"3.23"
"Malta","CO2 emissions",2004,"3.28"
"Malta","CO2 emissions",2005,"3.12"
"Malta","CO2 emissions",2006,"3.23"
"Malta","CO2 emissions",2007,"3.38"
"Malta","CO2 emissions",2008,"3.41"
"Malta","CO2 emissions",2009,"3.35"
"Malta","CO2 emissions",2010,"3.66"
"Malta","CO2 emissions",2011,"3.54"
"Malta","CO2 emissions",2012,"3.57"
"Malta","CO2 emissions",2013,"3.22"
"Malta","CO2 emissions",2014,"3.24"
"Malta","CO2 emissions",2015,"2.75"
"Malta","CO2 emissions",2016,"2.60"
"Malta","CO2 emissions",2017,"2.97"
"Malta","CO2 emissions",2018,"3.18"
"Malta","CO2 emissions intensities",1995,"6231.92"
"Malta","CO2 emissions intensities",1996,"57570.61"
"Malta","CO2 emissions intensities",1997,"53126.54"
"Malta","CO2 emissions intensities",1998,"46334.49"
"Malta","CO2 emissions intensities",1999,"41768.90"
"Malta","CO2 emissions intensities",2000,"20480.40"
"Malta","CO2 emissions intensities",2001,"24392.95"
"Malta","CO2 emissions intensities",2002,"24032.86"
"Malta","CO2 emissions intensities",2003,"24333.76"
"Malta","CO2 emissions intensities",2004,"22989.59"
"Malta","CO2 emissions intensities",2005,"12760.57"
"Malta","CO2 emissions intensities",2006,"10240.72"
"Malta","CO2 emissions intensities",2007,"7978.17"
"Malta","CO2 emissions intensities",2008,"7535.44"
"Malta","CO2 emissions intensities",2009,"8452.05"
"Malta","CO2 emissions intensities",2010,"9695.30"
"Malta","CO2 emissions intensities",2011,"9957.35"
"Malta","CO2 emissions intensities",2012,"9566.93"
"Malta","CO2 emissions intensities",2013,"8357.26"
"Malta","CO2 emissions intensities",2014,"8268.00"
"Malta","CO2 emissions intensities",2015,"8819.07"
"Malta","CO2 emissions intensities",2016,"8008.31"
"Malta","CO2 emissions intensities",2017,"8076.09"
"Malta","CO2 emissions intensities",2018,"7571.26"
"Malta","CO2 emissions multipliers",1995,"20920.61"
"Malta","CO2 emissions multipliers",1996,"71985.44"
"Malta","CO2 emissions multipliers",1997,"68294.31"
"Malta","CO2 emissions multipliers",1998,"61272.38"
"Malta","CO2 emissions multipliers",1999,"56648.63"
"Malta","CO2 emissions multipliers",2000,"34611.39"
"Malta","CO2 emissions multipliers",2001,"42820.54"
"Malta","CO2 emissions multipliers",2002,"40502.41"
"Malta","CO2 emissions multipliers",2003,"39719.40"
"Malta","CO2 emissions multipliers",2004,"36676.30"
"Malta","CO2 emissions multipliers",2005,"24831.86"
"Malta","CO2 emissions multipliers",2006,"20923.52"
"Malta","CO2 emissions multipliers",2007,"17211.83"
"Malta","CO2 emissions multipliers",2008,"14181.61"
"Malta","CO2 emissions multipliers",2009,"15871.04"
"Malta","CO2 emissions multipliers",2010,"18478.12"
"Malta","CO2 emissions multipliers",2011,"17067.06"
"Malta","CO2 emissions multipliers",2012,"17276.28"
"Malta","CO2 emissions multipliers",2013,"14561.42"
"Malta","CO2 emissions multipliers",2014,"15640.39"
"Malta","CO2 emissions multipliers",2015,"14250.78"
"Malta","CO2 emissions multipliers",2016,"12711.44"
"Malta","CO2 emissions multipliers",2017,"13214.95"
"Malta","CO2 emissions multipliers",2018,"12492.90"
"Mexico","CO2 emissions",1995,"223.52"
"Mexico","CO2 emissions",1996,"235.83"
"Mexico","CO2 emissions",1997,"251.39"
"Mexico","CO2 emissions",1998,"271.85"
"Mexico","CO2 emissions",1999,"263.83"
"Mexico","CO2 emissions",2000,"282.75"
"Mexico","CO2 emissions",2001,"282.33"
"Mexico","CO2 emissions",2002,"288.09"
"Mexico","CO2 emissions",2003,"303.52"
"Mexico","CO2 emissions",2004,"311.31"
"Mexico","CO2 emissions",2005,"325.60"
"Mexico","CO2 emissions",2006,"338.01"
"Mexico","CO2 emissions",2007,"342.83"
"Mexico","CO2 emissions",2008,"344.51"
"Mexico","CO2 emissions",2009,"342.23"
"Mexico","CO2 emissions",2010,"358.81"
"Mexico","CO2 emissions",2011,"379.06"
"Mexico","CO2 emissions",2012,"385.80"
"Mexico","CO2 emissions",2013,"365.62"
"Mexico","CO2 emissions",2014,"348.89"
"Mexico","CO2 emissions",2015,"356.03"
"Mexico","CO2 emissions",2016,"357.58"
"Mexico","CO2 emissions",2017,"361.15"
"Mexico","CO2 emissions",2018,"341.46"
"Mexico","CO2 emissions intensities",1995,"27499.78"
"Mexico","CO2 emissions intensities",1996,"24756.35"
"Mexico","CO2 emissions intensities",1997,"21998.71"
"Mexico","CO2 emissions intensities",1998,"24240.47"
"Mexico","CO2 emissions intensities",1999,"21913.17"
"Mexico","CO2 emissions intensities",2000,"19415.44"
"Mexico","CO2 emissions intensities",2001,"17835.06"
"Mexico","CO2 emissions intensities",2002,"16854.62"
"Mexico","CO2 emissions intensities",2003,"16939.31"
"Mexico","CO2 emissions intensities",2004,"15548.85"
"Mexico","CO2 emissions intensities",2005,"14212.84"
"Mexico","CO2 emissions intensities",2006,"13635.43"
"Mexico","CO2 emissions intensities",2007,"12843.05"
"Mexico","CO2 emissions intensities",2008,"11919.38"
"Mexico","CO2 emissions intensities",2009,"14533.24"
"Mexico","CO2 emissions intensities",2010,"13598.80"
"Mexico","CO2 emissions intensities",2011,"13462.82"
"Mexico","CO2 emissions intensities",2012,"13351.27"
"Mexico","CO2 emissions intensities",2013,"12239.28"
"Mexico","CO2 emissions intensities",2014,"11471.33"
"Mexico","CO2 emissions intensities",2015,"14767.24"
"Mexico","CO2 emissions intensities",2016,"16736.78"
"Mexico","CO2 emissions intensities",2017,"13793.96"
"Mexico","CO2 emissions intensities",2018,"11794.67"
"Mexico","CO2 emissions multipliers",1995,"44725.50"
"Mexico","CO2 emissions multipliers",1996,"40498.22"
"Mexico","CO2 emissions multipliers",1997,"35882.73"
"Mexico","CO2 emissions multipliers",1998,"38765.68"
"Mexico","CO2 emissions multipliers",1999,"34040.58"
"Mexico","CO2 emissions multipliers",2000,"30418.04"
"Mexico","CO2 emissions multipliers",2001,"28382.11"
"Mexico","CO2 emissions multipliers",2002,"27335.79"
"Mexico","CO2 emissions multipliers",2003,"28685.35"
"Mexico","CO2 emissions multipliers",2004,"26060.28"
"Mexico","CO2 emissions multipliers",2005,"23950.55"
"Mexico","CO2 emissions multipliers",2006,"22191.06"
"Mexico","CO2 emissions multipliers",2007,"20714.98"
"Mexico","CO2 emissions multipliers",2008,"19287.68"
"Mexico","CO2 emissions multipliers",2009,"23931.09"
"Mexico","CO2 emissions multipliers",2010,"21620.45"
"Mexico","CO2 emissions multipliers",2011,"20783.14"
"Mexico","CO2 emissions multipliers",2012,"20607.79"
"Mexico","CO2 emissions multipliers",2013,"21024.67"
"Mexico","CO2 emissions multipliers",2014,"19603.28"
"Mexico","CO2 emissions multipliers",2015,"23868.68"
"Mexico","CO2 emissions multipliers",2016,"26649.56"
"Mexico","CO2 emissions multipliers",2017,"22771.80"
"Mexico","CO2 emissions multipliers",2018,"19679.95"
"Morocco","CO2 emissions",1995,"22.09"
"Morocco","CO2 emissions",1996,"21.49"
"Morocco","CO2 emissions",1997,"22.34"
"Morocco","CO2 emissions",1998,"23.09"
"Morocco","CO2 emissions",1999,"24.28"
"Morocco","CO2 emissions",2000,"25.19"
"Morocco","CO2 emissions",2001,"27.59"
"Morocco","CO2 emissions",2002,"27.85"
"Morocco","CO2 emissions",2003,"27.59"
"Morocco","CO2 emissions",2004,"31.17"
"Morocco","CO2 emissions",2005,"33.78"
"Morocco","CO2 emissions",2006,"33.98"
"Morocco","CO2 emissions",2007,"33.91"
"Morocco","CO2 emissions",2008,"35.47"
"Morocco","CO2 emissions",2009,"34.47"
"Morocco","CO2 emissions",2010,"37.66"
"Morocco","CO2 emissions",2011,"41.74"
"Morocco","CO2 emissions",2012,"42.78"
"Morocco","CO2 emissions",2013,"41.72"
"Morocco","CO2 emissions",2014,"43.67"
"Morocco","CO2 emissions",2015,"44.53"
"Morocco","CO2 emissions",2016,"43.68"
"Morocco","CO2 emissions",2017,"46.15"
"Morocco","CO2 emissions",2018,"47.18"
"Morocco","CO2 emissions intensities",1995,"25725.35"
"Morocco","CO2 emissions intensities",1996,"24045.15"
"Morocco","CO2 emissions intensities",1997,"26891.08"
"Morocco","CO2 emissions intensities",1998,"26022.96"
"Morocco","CO2 emissions intensities",1999,"26903.39"
"Morocco","CO2 emissions intensities",2000,"28841.57"
"Morocco","CO2 emissions intensities",2001,"30868.55"
"Morocco","CO2 emissions intensities",2002,"29191.85"
"Morocco","CO2 emissions intensities",2003,"22803.77"
"Morocco","CO2 emissions intensities",2004,"20367.75"
"Morocco","CO2 emissions intensities",2005,"20967.23"
"Morocco","CO2 emissions intensities",2006,"19179.40"
"Morocco","CO2 emissions intensities",2007,"16993.13"
"Morocco","CO2 emissions intensities",2008,"15515.22"
"Morocco","CO2 emissions intensities",2009,"15124.96"
"Morocco","CO2 emissions intensities",2010,"15877.81"
"Morocco","CO2 emissions intensities",2011,"15408.22"
"Morocco","CO2 emissions intensities",2012,"15853.65"
"Morocco","CO2 emissions intensities",2013,"12781.17"
"Morocco","CO2 emissions intensities",2014,"13050.99"
"Morocco","CO2 emissions intensities",2015,"14738.77"
"Morocco","CO2 emissions intensities",2016,"14201.65"
"Morocco","CO2 emissions intensities",2017,"13950.81"
"Morocco","CO2 emissions intensities",2018,"13000.78"
"Morocco","CO2 emissions multipliers",1995,"37169.50"
"Morocco","CO2 emissions multipliers",1996,"34035.26"
"Morocco","CO2 emissions multipliers",1997,"38171.43"
"Morocco","CO2 emissions multipliers",1998,"36767.40"
"Morocco","CO2 emissions multipliers",1999,"38188.42"
"Morocco","CO2 emissions multipliers",2000,"42119.90"
"Morocco","CO2 emissions multipliers",2001,"45493.01"
"Morocco","CO2 emissions multipliers",2002,"43315.42"
"Morocco","CO2 emissions multipliers",2003,"33633.01"
"Morocco","CO2 emissions multipliers",2004,"31304.53"
"Morocco","CO2 emissions multipliers",2005,"32052.87"
"Morocco","CO2 emissions multipliers",2006,"27927.93"
"Morocco","CO2 emissions multipliers",2007,"23524.21"
"Morocco","CO2 emissions multipliers",2008,"21162.99"
"Morocco","CO2 emissions multipliers",2009,"20663.58"
"Morocco","CO2 emissions multipliers",2010,"21685.10"
"Morocco","CO2 emissions multipliers",2011,"21262.33"
